frame_index,t_start,t_end,left_events,right_events,processing_seconds
611,1750921990.4721084,1750921990.4841084,185074,199130,0.3241378340026131
612,1750921990.4841084,1750921990.4961085,184805,197297,0.3233774940017611
613,1750921990.4961085,1750921990.5081086,188046,200495,2.19804889500665
614,1750921990.5081086,1750921990.5201087,184495,195098,0.3322138259973144
615,1750921990.5201087,1750921990.5321088,187274,198412,0.32229906400607433
616,1750921990.5321088,1750921990.5441089,192809,206480,0.3316959829971893
617,1750921990.5441089,1750921990.556109,222186,233328,0.3701843609887874
618,1750921990.556109,1750921990.568109,202328,219123,0.35825679899426177
619,1750921990.568109,1750921990.5801091,176117,190231,0.3095680190017447
620,1750921990.5801091,1750921990.5921092,174105,186678,0.3062031119916355
621,1750921990.5921092,1750921990.6041093,198910,214254,0.3411347250075778
622,1750921990.6041093,1750921990.6161094,197637,213947,0.34119486999406945
623,1750921990.6161094,1750921990.6281095,203743,221187,0.3612519800080918
624,1750921990.6281095,1750921990.6401095,188253,206386,0.3264537869981723
625,1750921990.6401095,1750921990.6521096,172932,186072,0.3059636899997713
626,1750921990.6521096,1750921990.6641097,169981,184930,0.30080129399721045
627,1750921990.6641097,1750921990.6761098,180855,200609,0.3169448840053519
628,1750921990.6761098,1750921990.6881099,191349,209991,0.32989844199619256
629,1750921990.6881099,1750921990.70011,207477,228247,0.35393758601276204
630,1750921990.70011,1750921990.71211,188058,204274,0.3271323609951651
631,1750921990.71211,1750921990.7241101,173866,188049,0.31215526499727275
632,1750921990.7241101,1750921990.7361102,172542,181808,0.3072897600068245
633,1750921990.7361102,1750921990.7481103,182790,195987,0.32907808500749525
634,1750921990.7481103,1750921990.7601104,207039,224572,0.34804575899033807
635,1750921990.7601104,1750921990.7721105,192284,211246,0.32988015899900347
636,1750921990.7721105,1750921990.7841105,199468,211581,0.3397231599956285
637,1750921990.7841105,1750921990.7961106,193631,202640,0.33850878199154977
638,1750921990.7961106,1750921990.8081107,165896,176467,0.2938332880003145
639,1750921990.8081107,1750921990.8201108,162663,171793,0.29294136200041976
640,1750921990.8201108,1750921990.832111,164617,174689,0.29317736301163677
641,1750921990.832111,1750921990.844111,190838,204662,0.32991172499896493
642,1750921990.844111,1750921990.856111,177354,181352,0.3074156509974273
643,1750921990.856111,1750921990.8681111,168212,172862,0.2944767070002854
644,1750921990.8681111,1750921990.8801112,172034,179054,0.3002673409937415
645,1750921990.8801112,1750921990.8921113,180931,189362,0.31193562800763175
646,1750921990.8921113,1750921990.9041114,200342,211825,0.36014383101428393
647,1750921990.9041114,1750921990.9161115,199244,210145,0.361945665004896
648,1750921990.9161115,1750921990.9281116,192465,204787,0.32853552099550143
649,1750921990.9281116,1750921990.9401116,176109,185714,0.3060392360057449
650,1750921990.9401116,1750921990.9521117,179573,195716,0.31620671501150355
651,1750921990.9521117,1750921990.9641118,210122,232162,0.3609212230076082
652,1750921990.9641118,1750921990.976112,238191,245930,0.40688846599368844
653,1750921990.976112,1750921990.988112,214827,228821,0.3605346109980019
654,1750921990.988112,1750921991.000112,198578,211564,0.3410138830076903
655,1750921991.000112,1750921991.0121121,171371,179580,0.3039516220014775
656,1750921991.0121121,1750921991.0241122,204937,213418,0.34426380100194365
657,1750921991.0241122,1750921991.0361123,201420,215056,0.34593481800402515
658,1750921991.0361123,1750921991.0481124,229115,242356,0.37865036400035024
659,1750921991.0481124,1750921991.0601125,198668,207318,0.33637680200627074
660,1750921991.0601125,1750921991.0721126,189178,198078,0.3263907829968957
661,1750921991.0721126,1750921991.0841126,185260,191048,0.3206840420025401
662,1750921991.0841126,1750921991.0961127,189798,198386,0.3367608870030381
663,1750921991.0961127,1750921991.1081128,189334,197889,0.3276105809927685
664,1750921991.1081128,1750921991.120113,196611,205220,0.337982422002824
665,1750921991.120113,1750921991.132113,207081,217572,0.3521827180084074
666,1750921991.132113,1750921991.144113,223836,238600,0.37669785700563807
667,1750921991.144113,1750921991.1561131,200536,211202,0.34242118199472316
668,1750921991.1561131,1750921991.1681132,215635,224540,0.3677314560045488
669,1750921991.1681132,1750921991.1801133,210062,222598,0.36402781699143816
670,1750921991.1801133,1750921991.1921134,224298,235287,0.3741170169960242
671,1750921991.1921134,1750921991.2041135,253413,257849,0.40913522298797034
672,1750921991.2041135,1750921991.2161136,257340,258246,0.41117018699878827
673,1750921991.2161136,1750921991.2281137,230327,239965,0.3811560230096802
674,1750921991.2281137,1750921991.2401137,224100,232434,0.3809840890025953
675,1750921991.2401137,1750921991.2521138,253641,258224,0.40941206300340127
676,1750921991.2521138,1750921991.264114,245938,255293,0.4161802699964028
677,1750921991.264114,1750921991.276114,256918,258961,0.40704114000254776
678,1750921991.276114,1750921991.288114,241037,259686,0.40657824999652803
679,1750921991.288114,1750921991.3001142,228577,258852,0.39601520900032483
680,1750921991.3001142,1750921991.3121142,209472,244043,0.3753534749994287
681,1750921991.3121142,1750921991.3241143,208492,234382,0.3607446949899895
682,1750921991.3241143,1750921991.3361144,212157,228969,0.36499947401171084
683,1750921991.3361144,1750921991.3481145,219520,237189,0.37461047699616756
684,1750921991.3481145,1750921991.3601146,224932,246266,0.3796758980024606
685,1750921991.3601146,1750921991.3721147,210878,223577,0.3534516929939855
686,1750921991.3721147,1750921991.3841147,211464,220568,0.35214330899179913
687,1750921991.3841147,1750921991.3961148,214792,225562,0.3609477900026832
688,1750921991.3961148,1750921991.408115,236830,250394,0.38907762500457466
689,1750921991.408115,1750921991.420115,254338,260853,0.4109400250017643
690,1750921991.420115,1750921991.432115,240431,255346,0.4043013280024752
691,1750921991.432115,1750921991.4441152,231012,246017,0.39133282299735583
692,1750921991.4441152,1750921991.4561152,226705,242937,0.3789364510012092
693,1750921991.4561152,1750921991.4681153,234041,258051,0.39073556900257245
694,1750921991.4681153,1750921991.4801154,256755,264631,0.4079696260014316
695,1750921991.4801154,1750921991.4921155,230074,249696,0.3949157749884762
696,1750921991.4921155,1750921991.5041156,222726,242995,0.3891468000074383
697,1750921991.5041156,1750921991.5161157,213720,233305,0.362921259002178
698,1750921991.5161157,1750921991.5281157,222077,243783,0.3768472379888408
699,1750921991.5281157,1750921991.5401158,224639,246911,0.38889757500146516
700,1750921991.5401158,1750921991.552116,228578,251832,0.3856748550024349
701,1750921991.552116,1750921991.564116,233900,258867,0.39736320699739736
702,1750921991.564116,1750921991.576116,226448,248062,0.37943788900156505
703,1750921991.576116,1750921991.5881162,222685,245238,0.37725698300346266
704,1750921991.5881162,1750921991.6001163,214409,234748,0.36297183300484903
705,1750921991.6001163,1750921991.6121163,214048,236864,0.36808830600057263
706,1750921991.6121163,1750921991.6241164,213912,240985,0.36501267000858206
707,1750921991.6241164,1750921991.6361165,213918,241716,0.3770924119889969
708,1750921991.6361165,1750921991.6481166,223011,251918,0.3799697929935064
709,1750921991.6481166,1750921991.6601167,223243,251635,0.4153804059897084
710,1750921991.6601167,1750921991.6721168,214803,244500,0.3732572079898091
711,1750921991.6721168,1750921991.6841168,198322,220934,0.36690575700777117
712,1750921991.6841168,1750921991.696117,198827,222046,0.35304362801252864
713,1750921991.696117,1750921991.708117,214385,242345,0.375557444000151
714,1750921991.708117,1750921991.720117,223564,249636,0.38514855099492706
715,1750921991.720117,1750921991.7321172,211713,234087,0.36211164500855375
716,1750921991.7321172,1750921991.7441173,208935,223818,0.4196891030005645
717,1750921991.7441173,1750921991.7561173,213248,223938,0.3563324799906695
718,1750921991.7561173,1750921991.7681174,216479,223501,0.3597179509961279
719,1750921991.7681174,1750921991.7801175,219645,226067,0.36932784400414675
720,1750921991.7801175,1750921991.7921176,235689,242296,0.3849483079975471
721,1750921991.7921176,1750921991.8041177,250572,261637,0.4146737520059105
722,1750921991.8041177,1750921991.8161178,232643,251912,0.3929519459925359
723,1750921991.8161178,1750921991.8281178,226152,248717,0.38570206200529356
724,1750921991.8281178,1750921991.840118,222947,237902,0.3794509020081023
725,1750921991.840118,1750921991.852118,228948,247579,0.38637660699896514
726,1750921991.852118,1750921991.864118,241114,265102,0.44137695399695076
727,1750921991.864118,1750921991.8761182,227474,254608,0.39100323199818376
728,1750921991.8761182,1750921991.8881183,234603,256497,0.39383005000127014
729,1750921991.8881183,1750921991.9001184,228519,242321,0.38593665200460237
730,1750921991.9001184,1750921991.9121184,220922,244187,0.3730156219971832
731,1750921991.9121184,1750921991.9241185,218067,246425,0.3833302819984965
732,1750921991.9241185,1750921991.9361186,219670,241871,0.3742322670004796
733,1750921991.9361186,1750921991.9481187,221766,238272,0.37280940799973905
734,1750921991.9481187,1750921991.9601188,224253,251324,0.3841014920035377
735,1750921991.9601188,1750921991.9721189,219732,244806,0.391000449002604
736,1750921991.9721189,1750921991.984119,217877,232577,0.36202405800577253
737,1750921991.984119,1750921991.996119,209977,229620,0.3566839659906691
738,1750921991.996119,1750921992.008119,205014,237709,0.36507514100230765
739,1750921992.008119,1750921992.0201192,209909,236276,0.3646884400077397
740,1750921992.0201192,1750921992.0321193,206123,224113,0.3668294910021359
741,1750921992.0321193,1750921992.0441194,196711,223013,0.3517134249996161
742,1750921992.0441194,1750921992.0561194,203016,234024,0.35819159100356046
743,1750921992.0561194,1750921992.0681195,231453,253395,0.40638659900287166
744,1750921992.0681195,1750921992.0801196,207279,224078,0.34963861999858636
745,1750921992.0801196,1750921992.0921197,206639,234064,0.36667525400116574
746,1750921992.0921197,1750921992.1041198,192317,219598,0.3412209969974356
747,1750921992.1041198,1750921992.1161199,194854,215649,0.341209969992633
748,1750921992.1161199,1750921992.12812,186886,219596,0.3360917589889141
749,1750921992.12812,1750921992.14012,190492,228913,0.34744390900596045
750,1750921992.14012,1750921992.15212,190698,224501,0.34248758800094947
751,1750921992.15212,1750921992.1641202,180777,195851,0.31920565899054054
752,1750921992.1641202,1750921992.1761203,163388,188753,0.3184417449956527
753,1750921992.1761203,1750921992.1881204,163033,192435,0.3108817570027895
754,1750921992.1881204,1750921992.2001204,173505,197547,0.3104870240058517
755,1750921992.2001204,1750921992.2121205,168528,180035,0.2980679979955312
756,1750921992.2121205,1750921992.2241206,159596,181810,0.2929147249960806
757,1750921992.2241206,1750921992.2361207,162528,193046,0.3049635349889286
758,1750921992.2361207,1750921992.2481208,164813,192191,0.30422650898981374
759,1750921992.2481208,1750921992.2601209,172556,184317,0.3035141400032444
760,1750921992.2601209,1750921992.272121,188767,195155,0.3226117790036369
761,1750921992.272121,1750921992.284121,176389,184195,0.30833491499652155
762,1750921992.284121,1750921992.2961211,169635,172176,0.294382181004039
763,1750921992.2961211,1750921992.3081212,167136,169229,4.152228153005126
764,1750921992.3081212,1750921992.3201213,173780,178140,0.30923358199652284
765,1750921992.3201213,1750921992.3321214,185434,192318,0.3222933409997495
766,1750921992.3321214,1750921992.3441215,177714,187006,0.3151375890010968
767,1750921992.3441215,1750921992.3561215,175677,189453,0.31240311500732787
768,1750921992.3561215,1750921992.3681216,177351,187243,0.3157369060063502
769,1750921992.3681216,1750921992.3801217,176838,181989,0.31733005099522416
770,1750921992.3801217,1750921992.3921218,187858,193170,0.3266435459954664
771,1750921992.3921218,1750921992.4041219,191127,197159,0.3298609830089845
772,1750921992.4041219,1750921992.416122,181698,188543,0.3136712429986801
773,1750921992.416122,1750921992.428122,177349,189888,0.32370025900308974
774,1750921992.428122,1750921992.4401221,185894,204069,0.3312471310055116
775,1750921992.4401221,1750921992.4521222,185855,205652,0.34080486099992413
776,1750921992.4521222,1750921992.4641223,192589,203543,0.35083660400414374
777,1750921992.4641223,1750921992.4761224,177112,189063,0.31549334900046233
778,1750921992.4761224,1750921992.4881225,188752,202894,0.3323028000013437
779,1750921992.4881225,1750921992.5001225,174262,187084,0.310650314000668
780,1750921992.5001225,1750921992.5121226,181391,193135,0.32057184500445146
781,1750921992.5121226,1750921992.5241227,188985,198839,0.33071009400009643
782,1750921992.5241227,1750921992.5361228,183792,192923,0.32354658900294453
783,1750921992.5361228,1750921992.548123,185353,190843,0.32418605699785985
784,1750921992.548123,1750921992.560123,193285,200403,0.3306826629996067
785,1750921992.560123,1750921992.572123,186533,197816,0.3400687950052088
786,1750921992.572123,1750921992.5841231,178614,195613,0.3169786319922423
787,1750921992.5841231,1750921992.5961232,187337,208120,0.33247165399370715
788,1750921992.5961232,1750921992.6081233,200035,217085,0.3479960339900572
789,1750921992.6081233,1750921992.6201234,204856,211996,0.3479141159914434
790,1750921992.6201234,1750921992.6321235,194267,198446,0.3336041410075268
791,1750921992.6321235,1750921992.6441236,191257,193590,0.32787090599595103
792,1750921992.6441236,1750921992.6561236,197797,203026,0.3399907529965276
793,1750921992.6561236,1750921992.6681237,197177,205436,0.3402210939966608
794,1750921992.6681237,1750921992.6801238,203839,215854,0.3621435319946613
795,1750921992.6801238,1750921992.692124,219621,232892,0.3743746360123623
796,1750921992.692124,1750921992.704124,217009,224162,0.37930219700501766
797,1750921992.704124,1750921992.716124,236512,241558,0.3908614339889027
798,1750921992.716124,1750921992.7281241,226460,230423,0.4055519179964904
799,1750921992.7281241,1750921992.7401242,207241,219192,0.36416783300228417
800,1750921992.7401242,1750921992.7521243,211764,227685,0.3666480989923002
801,1750921992.7521243,1750921992.7641244,204869,221705,0.3607390050019603
802,1750921992.7641244,1750921992.7761245,215279,234262,0.3773400570062222
803,1750921992.7761245,1750921992.7881246,223591,244837,0.38833728499594145
804,1750921992.7881246,1750921992.8001246,226966,245088,0.402146658001584
805,1750921992.8001246,1750921992.8121247,212551,228056,0.36957942399021704
806,1750921992.8121247,1750921992.8241248,204192,218105,0.3601398010068806
807,1750921992.8241248,1750921992.836125,207140,220292,0.36377859000640456
808,1750921992.836125,1750921992.848125,217085,232846,0.3827049269893905
809,1750921992.848125,1750921992.860125,218091,234385,0.387105469009839
810,1750921992.860125,1750921992.8721251,213954,234130,0.38007095899956767
811,1750921992.8721251,1750921992.8841252,204846,221075,0.363100109010702
812,1750921992.8841252,1750921992.8961253,205791,220455,0.36002250500314403
813,1750921992.8961253,1750921992.9081254,203998,217106,0.3721660999872256
814,1750921992.9081254,1750921992.9201255,203792,218940,0.36977692000800744
815,1750921992.9201255,1750921992.9321256,210655,227509,0.36878686099953484
816,1750921992.9321256,1750921992.9441257,240754,246391,0.4027785170037532
817,1750921992.9441257,1750921992.9561257,220968,234226,0.3850601580052171
818,1750921992.9561257,1750921992.9681258,209372,225383,0.36567253099929076
819,1750921992.9681258,1750921992.980126,210446,226609,0.38313346898939926
820,1750921992.980126,1750921992.992126,210910,229633,0.3693639859993709
821,1750921992.992126,1750921993.004126,212316,234933,0.37284779599576723
822,1750921993.004126,1750921993.0161262,219977,239235,0.4007708370045293
823,1750921993.0161262,1750921993.0281262,238638,248456,0.40073026600293815
824,1750921993.0281262,1750921993.0401263,201565,228226,0.36732123100955505
825,1750921993.0401263,1750921993.0521264,187060,212447,0.34611445300106425
826,1750921993.0521264,1750921993.0641265,186984,206320,0.3415777310001431
827,1750921993.0641265,1750921993.0761266,191347,207100,0.34900734400434885
828,1750921993.0761266,1750921993.0881267,185295,197350,0.32802245099446736
829,1750921993.0881267,1750921993.1001267,178255,189802,0.31877104299201164
830,1750921993.1001267,1750921993.1121268,178541,193237,0.3172269329952542
831,1750921993.1121268,1750921993.124127,176315,189963,0.31547427900659386
832,1750921993.124127,1750921993.136127,179509,190940,0.32218068999645766
833,1750921993.136127,1750921993.148127,180048,190966,0.3336544439953286
834,1750921993.148127,1750921993.1601272,176113,190197,0.31003633499494754
835,1750921993.1601272,1750921993.1721272,178204,193510,0.3180475840053987
836,1750921993.1721272,1750921993.1841273,182324,195923,0.3303969349944964
837,1750921993.1841273,1750921993.1961274,217908,228243,0.36815826599195134
838,1750921993.1961274,1750921993.2081275,243013,248080,0.39934058200742584
839,1750921993.2081275,1750921993.2201276,196449,208599,0.34448386999429204
840,1750921993.2201276,1750921993.2321277,175549,187295,0.313373919998412
841,1750921993.2321277,1750921993.2441278,182412,196926,0.3405109050072497
842,1750921993.2441278,1750921993.2561278,206217,225225,0.3576427569933003
843,1750921993.2561278,1750921993.268128,181914,197738,0.32464695899398066
844,1750921993.268128,1750921993.280128,178075,195539,0.3161471799976425
845,1750921993.280128,1750921993.292128,196914,212111,0.3404298249952262
846,1750921993.292128,1750921993.3041282,161054,170915,5.245265681995079
847,1750921993.3041282,1750921993.3161283,161486,174857,0.2914461990003474
848,1750921993.3161283,1750921993.3281283,163672,175473,0.2933488580019912
849,1750921993.3281283,1750921993.3401284,184496,191249,0.3183597579918569
850,1750921993.3401284,1750921993.3521285,184951,186562,0.3162937820015941
851,1750921993.3521285,1750921993.3641286,164872,170499,0.29092452400072943
852,1750921993.3641286,1750921993.3761287,154877,166087,0.2835593619965948
853,1750921993.3761287,1750921993.3881288,143987,151070,0.2770889020030154
854,1750921993.3881288,1750921993.4001288,164467,169669,0.2883665550034493
855,1750921993.4001288,1750921993.412129,163624,168761,0.2883295770006953
856,1750921993.412129,1750921993.424129,150488,156844,0.27115097000205424
857,1750921993.424129,1750921993.436129,142327,142781,0.25583481301146094
858,1750921993.436129,1750921993.4481292,144190,147141,0.2601872139930492
859,1750921993.4481292,1750921993.4601293,161360,163230,0.28563314701023046
860,1750921993.4601293,1750921993.4721293,159485,162836,0.2798014379950473
861,1750921993.4721293,1750921993.4841294,153919,157504,0.2736778879916528
862,1750921993.4841294,1750921993.4961295,145441,152102,0.27693453899701126
863,1750921993.4961295,1750921993.5081296,138084,143714,0.25517073000082746
864,1750921993.5081296,1750921993.5201297,133304,134643,0.25139193900395185
865,1750921993.5201297,1750921993.5321298,142008,141892,0.2540188230050262
866,1750921993.5321298,1750921993.5441298,149026,145880,0.2612346969981445
867,1750921993.5441298,1750921993.55613,149337,149798,0.26571252998837736
868,1750921993.55613,1750921993.56813,141569,142961,0.2584592579951277
869,1750921993.56813,1750921993.58013,150446,154374,0.2728095740021672
870,1750921993.58013,1750921993.5921302,156736,160871,0.2779226170096081
871,1750921993.5921302,1750921993.6041303,140809,146336,0.26261558099940885
872,1750921993.6041303,1750921993.6161304,136860,145761,0.2554960200068308
873,1750921993.6161304,1750921993.6281304,127104,132337,0.26474665899877436
874,1750921993.6281304,1750921993.6401305,124749,130103,0.23505639399809297
875,1750921993.6401305,1750921993.6521306,128758,131566,0.23870255501242355
876,1750921993.6521306,1750921993.6641307,133287,134363,0.24559196799236815
877,1750921993.6641307,1750921993.6761308,133371,132115,0.2468843830138212
878,1750921993.6761308,1750921993.6881309,130112,130635,0.24222280600224622
879,1750921993.6881309,1750921993.700131,128726,130100,0.24488307400315534
880,1750921993.700131,1750921993.712131,126823,129423,0.2385361190099502
881,1750921993.712131,1750921993.724131,128019,130682,0.2551205929921707
882,1750921993.724131,1750921993.7361312,138485,143414,0.2530441580020124
883,1750921993.7361312,1750921993.7481313,134719,141035,0.25288020000152756
884,1750921993.7481313,1750921993.7601314,133959,138496,0.24619180400623009
885,1750921993.7601314,1750921993.7721314,130527,138347,0.24294878299406264
886,1750921993.7721314,1750921993.7841315,146564,151540,0.2766879980044905
887,1750921993.7841315,1750921993.7961316,122784,125384,0.23169131101167295
888,1750921993.7961316,1750921993.8081317,127061,129967,0.24915263100410812
889,1750921993.8081317,1750921993.8201318,127905,129052,0.23320822199457325
890,1750921993.8201318,1750921993.8321319,136552,139273,0.24288376500771847
891,1750921993.8321319,1750921993.844132,133266,137466,0.24396980099845678
892,1750921993.844132,1750921993.856132,134533,137371,0.25693300599232316
893,1750921993.856132,1750921993.868132,125249,130658,0.2307464670011541
894,1750921993.868132,1750921993.8801322,124480,130396,0.22790836800413672
895,1750921993.8801322,1750921993.8921323,124989,131390,0.22846794901124667
896,1750921993.8921323,1750921993.9041324,124814,125099,0.22457286401186138
897,1750921993.9041324,1750921993.9161325,126504,127850,0.23150026400981005
898,1750921993.9161325,1750921993.9281325,140889,141924,0.2594494679942727
899,1750921993.9281325,1750921993.9401326,151463,151707,0.259616590992664
900,1750921993.9401326,1750921993.9521327,132904,132147,0.23576176700589713
901,1750921993.9521327,1750921993.9641328,130018,132186,0.23679773599724285
902,1750921993.9641328,1750921993.9761329,133728,136662,0.24679894599830732
903,1750921993.9761329,1750921993.988133,141035,143592,0.24608140101190656
904,1750921993.988133,1750921994.000133,150468,153832,0.25897879200056195
905,1750921994.000133,1750921994.0121331,142852,147476,0.25481915099953767
906,1750921994.0121331,1750921994.0241332,141717,144396,0.25615452299825847
907,1750921994.0241332,1750921994.0361333,141627,145113,0.24861113699444104
908,1750921994.0361333,1750921994.0481334,140278,141784,0.24901101300201844
909,1750921994.0481334,1750921994.0601335,145822,147557,0.25461405800888315
910,1750921994.0601335,1750921994.0721335,148490,149380,0.26026466400071513
911,1750921994.0721335,1750921994.0841336,151158,153800,0.2807832729886286
912,1750921994.0841336,1750921994.0961337,161241,163865,0.274372890999075
913,1750921994.0961337,1750921994.1081338,174009,177218,0.2933306509949034
914,1750921994.1081338,1750921994.1201339,177893,184372,0.2997943590016803
915,1750921994.1201339,1750921994.132134,178459,184959,0.31417558500834275
916,1750921994.132134,1750921994.144134,175739,184087,0.3038215940032387
917,1750921994.144134,1750921994.1561341,172349,179160,0.2984005479956977
918,1750921994.1561341,1750921994.1681342,174651,181209,0.30343509500380605
919,1750921994.1681342,1750921994.1801343,182641,192941,0.31323015900852624
920,1750921994.1801343,1750921994.1921344,172523,187585,0.31619092100299895
921,1750921994.1921344,1750921994.2041345,172018,181460,0.30383478000294417
922,1750921994.2041345,1750921994.2161345,197198,209765,0.33697999399737455
923,1750921994.2161345,1750921994.2281346,165458,176091,0.29479295799683314
924,1750921994.2281346,1750921994.2401347,168710,183979,0.32216584400157444
925,1750921994.2401347,1750921994.2521348,169865,186168,0.3032081800047308
926,1750921994.2521348,1750921994.264135,193763,207607,0.334174867006368
927,1750921994.264135,1750921994.276135,184938,198218,0.3248538939951686
928,1750921994.276135,1750921994.288135,182161,194375,0.3615757660008967
929,1750921994.288135,1750921994.3001351,168992,181443,0.3059239700087346
930,1750921994.3001351,1750921994.3121352,188908,203268,0.32861230699927546
931,1750921994.3121352,1750921994.3241353,189731,202029,0.32804275999660604
932,1750921994.3241353,1750921994.3361354,180907,198665,0.32223106200399343
933,1750921994.3361354,1750921994.3481355,172642,192026,0.317562595999334
934,1750921994.3481355,1750921994.3601356,190276,207922,0.3333981760079041
935,1750921994.3601356,1750921994.3721356,193793,210185,0.34166942999581806
936,1750921994.3721356,1750921994.3841357,199922,218893,2.72984336000809
937,1750921994.3841357,1750921994.3961358,193264,212616,0.3397072469961131
938,1750921994.3961358,1750921994.408136,176280,190557,0.31519398700038437
939,1750921994.408136,1750921994.420136,173138,187401,0.31018924999807496
940,1750921994.420136,1750921994.432136,175510,192724,0.3150893950078171
941,1750921994.432136,1750921994.4441361,186294,202379,0.33198925299802795
942,1750921994.4441361,1750921994.4561362,190606,208460,0.33748230800847523
943,1750921994.4561362,1750921994.4681363,173108,189857,0.31050368600699585
944,1750921994.4681363,1750921994.4801364,170991,184696,0.31664942800125573
945,1750921994.4801364,1750921994.4921365,172686,183975,0.3071594999928493
946,1750921994.4921365,1750921994.5041366,182413,195408,0.32110203099728096
947,1750921994.5041366,1750921994.5161366,179549,191292,0.31652798000141047
948,1750921994.5161366,1750921994.5281367,190120,204617,0.33180701700621285
949,1750921994.5281367,1750921994.5401368,187722,198778,0.3389896430016961
950,1750921994.5401368,1750921994.552137,187693,199139,0.32595325700822286
951,1750921994.552137,1750921994.564137,184365,198009,0.32465999500709586
952,1750921994.564137,1750921994.576137,178466,200290,0.333412870997563
953,1750921994.576137,1750921994.5881371,176708,198872,0.3189314230112359
954,1750921994.5881371,1750921994.6001372,181071,197374,0.32460384699516
955,1750921994.6001372,1750921994.6121373,192643,205761,0.33688509900821373
956,1750921994.6121373,1750921994.6241374,182925,191062,0.32684128000983037
957,1750921994.6241374,1750921994.6361375,189461,199530,0.3393787120003253
958,1750921994.6361375,1750921994.6481376,190415,197353,0.32832603598944843
959,1750921994.6481376,1750921994.6601377,204668,211774,0.3509664029988926
960,1750921994.6601377,1750921994.6721377,216580,234115,0.37220146699110046
961,1750921994.6721377,1750921994.6841378,204443,225161,0.37144000800617505
962,1750921994.6841378,1750921994.696138,194527,222270,0.3625923609943129
963,1750921994.696138,1750921994.708138,192828,219457,0.3450041610049084
964,1750921994.708138,1750921994.720138,192272,211990,0.3397110700025223
965,1750921994.720138,1750921994.7321382,195712,206369,0.3434273289894918
966,1750921994.7321382,1750921994.7441382,196413,202664,0.33700260799378157
967,1750921994.7441382,1750921994.7561383,213937,223122,0.3617967669997597
968,1750921994.7561383,1750921994.7681384,204866,210653,0.3472310329962056
969,1750921994.7681384,1750921994.7801385,211115,217219,0.361008869993384
970,1750921994.7801385,1750921994.7921386,226487,237446,0.3797989040031098
971,1750921994.7921386,1750921994.8041387,215413,231881,0.3856404459947953
972,1750921994.8041387,1750921994.8161387,206053,228713,0.3765007659967523
973,1750921994.8161387,1750921994.8281388,206217,225695,0.3593387580040144
974,1750921994.8281388,1750921994.840139,207057,222684,0.355521965000662
975,1750921994.840139,1750921994.852139,213685,225695,0.3631834970001364
976,1750921994.852139,1750921994.864139,222139,228697,0.3767593270022189
977,1750921994.864139,1750921994.8761392,240265,245527,0.40277765299833845
978,1750921994.8761392,1750921994.8881392,228590,233004,0.38814369300962426
979,1750921994.8881392,1750921994.9001393,230841,238893,0.39059059400460683
980,1750921994.9001393,1750921994.9121394,218418,232916,0.3766741700092098
981,1750921994.9121394,1750921994.9241395,217309,235409,0.3851109759998508
982,1750921994.9241395,1750921994.9361396,211806,232222,0.3885276790097123
983,1750921994.9361396,1750921994.9481397,218076,240284,0.4250642229890218
984,1750921994.9481397,1750921994.9601398,229101,247028,0.3948908379970817
985,1750921994.9601398,1750921994.9721398,229957,247239,0.39393084999755956
986,1750921994.9721398,1750921994.98414,227530,241595,0.39213212601316627
987,1750921994.98414,1750921994.99614,216700,230019,0.3715009149891557
988,1750921994.99614,1750921995.00814,213905,221012,0.3717132309975568
989,1750921995.00814,1750921995.0201402,220230,224071,0.37273316200298723
990,1750921995.0201402,1750921995.0321403,221841,224924,0.39937116600049194
991,1750921995.0321403,1750921995.0441403,241503,244016,0.40152084700821433
992,1750921995.0441403,1750921995.0561404,240977,244262,0.4190144250023877
993,1750921995.0561404,1750921995.0681405,218111,224443,0.3787800190038979
994,1750921995.0681405,1750921995.0801406,219069,230700,0.37900973900104873
995,1750921995.0801406,1750921995.0921407,216489,229895,0.3777638229948934
996,1750921995.0921407,1750921995.1041408,233318,242448,0.3896911629999522
997,1750921995.1041408,1750921995.1161408,219507,227508,0.370584777003387
998,1750921995.1161408,1750921995.128141,219282,221520,0.37954900600016117
999,1750921995.128141,1750921995.140141,219656,217732,0.36747163999825716
1000,1750921995.140141,1750921995.152141,230027,228708,0.37824088901106734
1001,1750921995.152141,1750921995.1641412,237787,238976,0.3940258049988188
1002,1750921995.1641412,1750921995.1761413,245675,242753,0.4012354940059595
1003,1750921995.1761413,1750921995.1881413,230006,225590,0.3914144129958004
1004,1750921995.1881413,1750921995.2001414,231676,233513,0.3872354969935259
1005,1750921995.2001414,1750921995.2121415,224859,238334,0.384570063004503
1006,1750921995.2121415,1750921995.2241416,243732,250650,0.40329868700064253
1007,1750921995.2241416,1750921995.2361417,246101,250343,0.40279898401058745
1008,1750921995.2361417,1750921995.2481418,236877,240373,0.3949205899989465
1009,1750921995.2481418,1750921995.2601418,240589,242673,0.41055588000745047
1010,1750921995.2601418,1750921995.272142,238255,237633,0.38768355001229793
1011,1750921995.272142,1750921995.284142,230774,229756,0.40292145499552134
1012,1750921995.284142,1750921995.296142,227871,234435,0.3941087900020648
1013,1750921995.296142,1750921995.3081422,248336,252165,0.41332365399284754
1014,1750921995.3081422,1750921995.3201423,231355,249023,0.3951751940039685
