frame_index,t_start,t_end,left_events,right_events,processing_seconds
2040,1750922007.6202283,1750922007.6322284,236297,248790,0.4130876669951249
2041,1750922007.6322284,1750922007.6442285,220478,234066,0.37508275799336843
2042,1750922007.6442285,1750922007.6562285,229081,249262,0.4008687469904544
2043,1750922007.6562285,1750922007.6682286,217761,233268,0.3755271959962556
2044,1750922007.6682286,1750922007.6802287,217472,234085,0.3781994019955164
2045,1750922007.6802287,1750922007.6922288,221982,243456,0.3913786780030932
2046,1750922007.6922288,1750922007.7042289,228136,259690,0.3964767750003375
2047,1750922007.7042289,1750922007.716229,225694,245431,0.38729283899010625
2048,1750922007.716229,1750922007.728229,226118,248263,0.3894219969952246
2049,1750922007.728229,1750922007.7402291,218815,240450,0.3733739540039096
2050,1750922007.7402291,1750922007.7522292,218611,243717,0.38355020100425463
2051,1750922007.7522292,1750922007.7642293,217840,242292,0.3749939760018606
2052,1750922007.7642293,1750922007.7762294,221661,242609,0.38546713499817997
2053,1750922007.7762294,1750922007.7882295,230044,256622,0.40459713801101316
2054,1750922007.7882295,1750922007.8002295,218415,242313,0.3753342510026414
2055,1750922007.8002295,1750922007.8122296,208191,229162,0.3565687279915437
2056,1750922007.8122296,1750922007.8242297,210124,232909,0.3728887610050151
2057,1750922007.8242297,1750922007.8362298,209214,233612,0.3629215139953885
2058,1750922007.8362298,1750922007.84823,223209,252058,0.3792502739961492
2059,1750922007.84823,1750922007.86023,209295,234907,0.3758259179885499
2060,1750922007.86023,1750922007.87223,211174,235874,0.36663019299157895
2061,1750922007.87223,1750922007.8842301,198974,224164,0.3487159549986245
2062,1750922007.8842301,1750922007.8962302,197526,219031,0.34048292199440766
2063,1750922007.8962302,1750922007.9082303,203771,226183,0.35451605801063124
2064,1750922007.9082303,1750922007.9202304,211094,233062,0.3734929509955691
2065,1750922007.9202304,1750922007.9322305,222730,236081,0.373562357010087
2066,1750922007.9322305,1750922007.9442306,222044,241395,0.3830794630048331
2067,1750922007.9442306,1750922007.9562306,198554,213405,0.34472141799051315
2068,1750922007.9562306,1750922007.9682307,201901,215509,0.3440591890102951
2069,1750922007.9682307,1750922007.9802308,207245,222742,0.3598569099995075
2070,1750922007.9802308,1750922007.992231,211794,222197,0.35809970600530505
2071,1750922007.992231,1750922008.004231,231521,245359,0.39097151698661037
2072,1750922008.004231,1750922008.016231,228103,246273,0.3822903530090116
2073,1750922008.016231,1750922008.0282311,230474,251860,0.3892124020057963
2074,1750922008.0282311,1750922008.0402312,227421,247933,0.3885417929996038
2075,1750922008.0402312,1750922008.0522313,234021,250411,0.39425306300108787
2076,1750922008.0522313,1750922008.0642314,234007,252544,0.4037036029912997
2077,1750922008.0642314,1750922008.0762315,226920,252110,0.389939061991754
2078,1750922008.0762315,1750922008.0882316,233052,257798,0.41735610998875927
2079,1750922008.0882316,1750922008.1002316,236820,259114,0.4018782549974276
2080,1750922008.1002316,1750922008.1122317,225133,246498,0.3838454389915569
2081,1750922008.1122317,1750922008.1242318,223887,252893,0.3900985770014813
2082,1750922008.1242318,1750922008.136232,220398,246510,0.3823836669907905
2083,1750922008.136232,1750922008.148232,223593,240290,0.379814786996576
2084,1750922008.148232,1750922008.160232,220051,249524,0.40233766500023194
2085,1750922008.160232,1750922008.1722322,214616,242215,0.3746916990057798
2086,1750922008.1722322,1750922008.1842322,227471,244703,0.3795825629931642
2087,1750922008.1842322,1750922008.1962323,208607,235017,0.36506537700188346
2088,1750922008.1962323,1750922008.2082324,208847,240763,0.3636898190015927
2089,1750922008.2082324,1750922008.2202325,211537,235155,0.3620936840015929
2090,1750922008.2202325,1750922008.2322326,207008,234187,0.37518954400729854
2091,1750922008.2322326,1750922008.2442327,211885,245622,0.3788027190021239
2092,1750922008.2442327,1750922008.2562327,207709,232654,0.3694921199930832
2093,1750922008.2562327,1750922008.2682328,199216,218865,0.3442809920088621
2094,1750922008.2682328,1750922008.280233,190470,221064,0.34787566399609204
2095,1750922008.280233,1750922008.292233,193152,222630,0.35077871700923424
2096,1750922008.292233,1750922008.304233,192023,215277,0.3494862099905731
2097,1750922008.304233,1750922008.3162332,201648,237748,0.3541131259989925
2098,1750922008.3162332,1750922008.3282332,196777,233125,0.34703277800872456
2099,1750922008.3282332,1750922008.3402333,176550,200533,0.317560160998255
2100,1750922008.3402333,1750922008.3522334,182469,203446,0.32541695999680087
2101,1750922008.3522334,1750922008.3642335,183139,215478,0.33023812000465114
2102,1750922008.3642335,1750922008.3762336,174713,205220,0.32111862998863216
2103,1750922008.3762336,1750922008.3882337,183053,197212,0.3201067640038673
2104,1750922008.3882337,1750922008.4002337,162332,181518,0.3117938520008465
2105,1750922008.4002337,1750922008.4122338,155600,185199,0.28874132499913685
2106,1750922008.4122338,1750922008.424234,155141,178145,0.28408407198730856
2107,1750922008.424234,1750922008.436234,160417,169061,0.2832573699997738
2108,1750922008.436234,1750922008.448234,189219,194932,0.3189428760088049
2109,1750922008.448234,1750922008.4602342,200470,206787,0.334428222005954
2110,1750922008.4602342,1750922008.4722342,178834,185568,0.3089005040092161
2111,1750922008.4722342,1750922008.4842343,172348,179799,0.29988054900604766
2112,1750922008.4842343,1750922008.4962344,172141,178666,0.3040287490002811
2113,1750922008.4962344,1750922008.5082345,184535,197726,0.3208945950027555
2114,1750922008.5082345,1750922008.5202346,180321,190604,0.32002982500125654
2115,1750922008.5202346,1750922008.5322347,174907,185581,0.3120730619993992
2116,1750922008.5322347,1750922008.5442348,179370,186984,0.3325419009925099
2117,1750922008.5442348,1750922008.5562348,181005,184930,0.32754687299893703
2118,1750922008.5562348,1750922008.568235,190295,196315,0.32398885299335234
2119,1750922008.568235,1750922008.580235,217444,226099,0.36956903600366786
2120,1750922008.580235,1750922008.592235,194239,209179,0.34907985699828714
2121,1750922008.592235,1750922008.6042352,178777,198244,0.3232029170030728
2122,1750922008.6042352,1750922008.6162353,178621,195560,0.32084994700562675
2123,1750922008.6162353,1750922008.6282353,182240,194188,0.32070424099219963
2124,1750922008.6282353,1750922008.6402354,182264,194858,0.32096761900174897
2125,1750922008.6402354,1750922008.6522355,197246,215983,0.34526225000445265
2126,1750922008.6522355,1750922008.6642356,188482,203439,0.33289536098891404
2127,1750922008.6642356,1750922008.6762357,183283,192256,0.3248063109931536
2128,1750922008.6762357,1750922008.6882358,178630,185769,11.924211948993616
2129,1750922008.6882358,1750922008.7002358,184749,193166,0.31981019099475816
2130,1750922008.7002358,1750922008.712236,193947,204056,0.3343040689942427
2131,1750922008.712236,1750922008.724236,200578,215457,0.3507006830041064
2132,1750922008.724236,1750922008.736236,205315,224291,0.3537534870119998
2133,1750922008.736236,1750922008.7482362,180660,197427,0.32343458900868427
2134,1750922008.7482362,1750922008.7602363,187441,199247,0.32817430699651595
2135,1750922008.7602363,1750922008.7722363,195607,205538,0.3375202790048206
2136,1750922008.7722363,1750922008.7842364,190752,199122,0.33592024599784054
2137,1750922008.7842364,1750922008.7962365,190674,197411,0.3644911669980502
2138,1750922008.7962365,1750922008.8082366,196282,201563,0.33705361701140646
2139,1750922008.8082366,1750922008.8202367,197955,208538,0.34341962001053616
2140,1750922008.8202367,1750922008.8322368,194554,207218,0.34356363500410225
2141,1750922008.8322368,1750922008.8442369,193043,207655,0.33866856098757125
2142,1750922008.8442369,1750922008.856237,200534,210248,0.34727787000883836
2143,1750922008.856237,1750922008.868237,212700,220042,0.36179437300597783
2144,1750922008.868237,1750922008.880237,239849,243884,0.39598611800465733
2145,1750922008.880237,1750922008.8922372,225408,233686,0.3817433900112519
2146,1750922008.8922372,1750922008.9042373,205583,216930,0.3556913020001957
2147,1750922008.9042373,1750922008.9162374,207928,219955,0.3738621980010066
2148,1750922008.9162374,1750922008.9282374,203305,220564,0.35445229199831374
2149,1750922008.9282374,1750922008.9402375,208817,227971,0.36552554300578777
2150,1750922008.9402375,1750922008.9522376,229259,245358,0.3947939329955261
2151,1750922008.9522376,1750922008.9642377,217198,237642,0.3760299620043952
2152,1750922008.9642377,1750922008.9762378,217220,231190,0.3792716979951365
2153,1750922008.9762378,1750922008.9882379,219587,235266,0.37709466900560074
2154,1750922008.9882379,1750922009.000238,209520,221297,0.3649165849928977
2155,1750922009.000238,1750922009.012238,213889,229126,0.3776750700053526
2156,1750922009.012238,1750922009.024238,210176,226420,0.3676111429958837
2157,1750922009.024238,1750922009.0362382,217004,234422,0.3911834789905697
2158,1750922009.0362382,1750922009.0482383,224713,238845,0.3843704470054945
2159,1750922009.0482383,1750922009.0602384,238552,246143,0.3988203129993053
2160,1750922009.0602384,1750922009.0722384,229048,241012,0.39423228400119115
2161,1750922009.0722384,1750922009.0842385,209509,225805,0.371022641993477
2162,1750922009.0842385,1750922009.0962386,213913,226951,0.373795503997826
2163,1750922009.0962386,1750922009.1082387,214626,226019,0.3882693979976466
2164,1750922009.1082387,1750922009.1202388,218359,234078,0.374894791006227
2165,1750922009.1202388,1750922009.1322389,238856,247355,0.40223005499865394
2166,1750922009.1322389,1750922009.144239,226421,241312,0.4005937720066868
2167,1750922009.144239,1750922009.156239,215972,237324,0.3746329150017118
2168,1750922009.156239,1750922009.168239,220624,242335,0.398850338999182
2169,1750922009.168239,1750922009.1802392,228331,246603,0.39615610499458853
2170,1750922009.1802392,1750922009.1922393,200626,226748,0.36000142300326843
2171,1750922009.1922393,1750922009.2042394,196500,220241,0.35575571001390927
2172,1750922009.2042394,1750922009.2162395,198065,220154,0.3588349880010355
2173,1750922009.2162395,1750922009.2282395,200317,221879,0.3732095580053283
2174,1750922009.2282395,1750922009.2402396,190388,207427,0.3436224609904457
2175,1750922009.2402396,1750922009.2522397,177082,188063,0.31634041099459864
2176,1750922009.2522397,1750922009.2642398,178307,189508,0.32216161899850704
2177,1750922009.2642398,1750922009.2762399,178301,190734,0.32015124800091144
2178,1750922009.2762399,1750922009.28824,192908,209046,0.34698837000178173
2179,1750922009.28824,1750922009.30024,200941,215745,0.35717778900288977
2180,1750922009.30024,1750922009.3122401,204111,218970,0.3561407870001858
2181,1750922009.3122401,1750922009.3242402,178973,193446,0.3178447160025826
2182,1750922009.3242402,1750922009.3362403,177627,188935,0.3159907989902422
2183,1750922009.3362403,1750922009.3482404,179745,189685,0.3393197149998741
2184,1750922009.3482404,1750922009.3602405,188630,201210,0.3329301640042104
2185,1750922009.3602405,1750922009.3722405,186494,199155,0.33347432599111926
2186,1750922009.3722405,1750922009.3842406,196180,210733,0.3425480330042774
2187,1750922009.3842406,1750922009.3962407,192391,203529,0.3397641920018941
2188,1750922009.3962407,1750922009.4082408,174156,187599,0.3260530780098634
2189,1750922009.4082408,1750922009.4202409,170273,188266,0.30602058800286613
2190,1750922009.4202409,1750922009.432241,176684,195721,0.3258339629974216
2191,1750922009.432241,1750922009.444241,173631,187411,0.3060488670016639
2192,1750922009.444241,1750922009.4562411,168347,179005,0.29632642699289136
2193,1750922009.4562411,1750922009.4682412,167893,176959,0.29682630799652543
2194,1750922009.4682412,1750922009.4802413,161733,167983,0.2852974519919371
2195,1750922009.4802413,1750922009.4922414,170264,183824,0.30102548899594694
2196,1750922009.4922414,1750922009.5042415,163357,168726,0.29731738100235816
2197,1750922009.5042415,1750922009.5162416,160954,166184,0.28087817099003587
2198,1750922009.5162416,1750922009.5282416,141988,147717,0.25958741700742394
2199,1750922009.5282416,1750922009.5402417,150962,156944,0.27064180599700194
2200,1750922009.5402417,1750922009.5522418,149450,157568,0.27037799698882736
2201,1750922009.5522418,1750922009.564242,181123,186108,0.30523003300186247
2202,1750922009.564242,1750922009.576242,170693,175806,8.227769037999678
2203,1750922009.576242,1750922009.588242,140614,143171,0.25415501301176846
2204,1750922009.588242,1750922009.6002421,133481,135327,0.24309538101078942
2205,1750922009.6002421,1750922009.6122422,134372,137448,0.2454871010122588
2206,1750922009.6122422,1750922009.6242423,150177,153418,0.27071455400437117
2207,1750922009.6242423,1750922009.6362424,176480,178844,0.2988516339974012
2208,1750922009.6362424,1750922009.6482425,158810,160877,0.2768642419978278
2209,1750922009.6482425,1750922009.6602426,138078,143064,0.25367068899504375
2210,1750922009.6602426,1750922009.6722426,131999,135799,0.24312414399173576
2211,1750922009.6722426,1750922009.6842427,133357,138943,0.24723916500806808
2212,1750922009.6842427,1750922009.6962428,135787,140970,0.24808876399765722
2213,1750922009.6962428,1750922009.708243,152231,155962,0.280187972006388
2214,1750922009.708243,1750922009.720243,158539,164514,0.27946073799103033
2215,1750922009.720243,1750922009.732243,133789,139559,0.24568970198743045
2216,1750922009.732243,1750922009.7442431,124723,129709,0.23361703200498596
2217,1750922009.7442431,1750922009.7562432,128863,132679,0.23950808499648701
2218,1750922009.7562432,1750922009.7682433,129270,134099,0.2389771179878153
2219,1750922009.7682433,1750922009.7802434,131666,138177,0.24304855299124029
2220,1750922009.7802434,1750922009.7922435,143209,153564,0.2621082900004694
2221,1750922009.7922435,1750922009.8042436,118928,125069,0.2276759590022266
2222,1750922009.8042436,1750922009.8162436,115604,120550,0.23495142100728117
2223,1750922009.8162436,1750922009.8282437,119918,123652,0.22954656100773718
2224,1750922009.8282437,1750922009.8402438,119869,123578,0.231277750004665
2225,1750922009.8402438,1750922009.852244,129106,134382,0.24088689299242105
2226,1750922009.852244,1750922009.864244,132401,136670,0.24585626399493776
2227,1750922009.864244,1750922009.876244,122128,125362,0.232091935002245
2228,1750922009.876244,1750922009.8882442,124507,125769,0.23350805199879687
2229,1750922009.8882442,1750922009.9002442,128402,129076,0.23747800299315713
2230,1750922009.9002442,1750922009.9122443,136521,135998,0.24878376399283297
2231,1750922009.9122443,1750922009.9242444,139539,142759,0.26537655500578694
2232,1750922009.9242444,1750922009.9362445,125008,128947,0.23577027399733197
2233,1750922009.9362445,1750922009.9482446,123648,126303,0.23204128700308502
2234,1750922009.9482446,1750922009.9602447,122654,129594,0.23130539400153793
2235,1750922009.9602447,1750922009.9722447,120354,128011,0.2295713350031292
2236,1750922009.9722447,1750922009.9842448,118839,122688,0.225461900990922
2237,1750922009.9842448,1750922009.996245,114687,117791,0.2316697030037176
2238,1750922009.996245,1750922010.008245,136477,139008,0.24492890400870237
2239,1750922010.008245,1750922010.020245,129508,128470,0.23749565800244454
2240,1750922010.020245,1750922010.0322452,122157,123177,0.22724463300255593
2241,1750922010.0322452,1750922010.0442452,121599,120501,0.22342163498979062
2242,1750922010.0442452,1750922010.0562453,127771,127492,0.24561995000112802
2243,1750922010.0562453,1750922010.0682454,122754,123065,0.22732732600707095
2244,1750922010.0682454,1750922010.0802455,128504,130348,0.22773759700066876
2245,1750922010.0802455,1750922010.0922456,122116,119886,0.2180753709981218
2246,1750922010.0922456,1750922010.1042457,117715,117935,0.2153278549958486
2247,1750922010.1042457,1750922010.1162457,116088,115174,0.211072931997478
2248,1750922010.1162457,1750922010.1282458,116650,115270,0.21215930800826754
2249,1750922010.1282458,1750922010.140246,115310,114508,0.2108656279888237
2250,1750922010.140246,1750922010.152246,116405,115684,0.2159562500019092
2251,1750922010.152246,1750922010.164246,119603,118424,0.21716415901028086
2252,1750922010.164246,1750922010.1762462,126374,123566,0.22629408900684211
2253,1750922010.1762462,1750922010.1882463,128000,124588,0.22709402900363784
2254,1750922010.1882463,1750922010.2002463,134483,132435,0.24009633700188715
2255,1750922010.2002463,1750922010.2122464,142339,139218,0.26146977399184834
2256,1750922010.2122464,1750922010.2242465,136350,133352,0.23644019800121896
2257,1750922010.2242465,1750922010.2362466,139181,139147,0.24285201900056563
2258,1750922010.2362466,1750922010.2482467,142736,145592,0.2480094829952577
2259,1750922010.2482467,1750922010.2602468,145047,146541,0.2512990659888601
2260,1750922010.2602468,1750922010.2722468,173343,184586,0.2980311880091904
2261,1750922010.2722468,1750922010.284247,164554,167820,0.285976892002509
2262,1750922010.284247,1750922010.296247,150719,156096,0.2693245919945184
2263,1750922010.296247,1750922010.308247,155085,159531,0.2732437640079297
2264,1750922010.308247,1750922010.3202472,156471,161971,0.2754987259977497
2265,1750922010.3202472,1750922010.3322473,157020,160086,0.28915534500265494
2266,1750922010.3322473,1750922010.3442473,169634,171197,0.3002286569972057
2267,1750922010.3442473,1750922010.3562474,186290,188817,0.3131009799981257
2268,1750922010.3562474,1750922010.3682475,209273,216240,0.36513130299863406
2269,1750922010.3682475,1750922010.3802476,175231,182150,0.3044740010082023
2270,1750922010.3802476,1750922010.3922477,173503,188651,0.30868771199311595
2271,1750922010.3922477,1750922010.4042478,184053,196401,0.3186976939905435
2272,1750922010.4042478,1750922010.4162478,240385,248342,0.3973136050044559
2273,1750922010.4162478,1750922010.428248,188733,200257,0.3345241310016718
2274,1750922010.428248,1750922010.440248,170287,181912,0.31438716799311806
2275,1750922010.440248,1750922010.452248,186002,202676,0.33118034100334626
2276,1750922010.452248,1750922010.4642482,181228,191459,0.32676952199835796
2277,1750922010.4642482,1750922010.4762483,168147,178746,0.3037630249891663
2278,1750922010.4762483,1750922010.4882483,172075,184147,0.31015368200314697
2279,1750922010.4882483,1750922010.5002484,184695,198329,0.32645926100667566
2280,1750922010.5002484,1750922010.5122485,188895,203474,0.33987924200482666
2281,1750922010.5122485,1750922010.5242486,180905,195803,0.33987581699329894
2282,1750922010.5242486,1750922010.5362487,179508,196194,0.32522319800045807
2283,1750922010.5362487,1750922010.5482488,170926,185463,0.31540396000491455
2284,1750922010.5482488,1750922010.5602489,173367,186129,0.3130135639949003
2285,1750922010.5602489,1750922010.572249,173073,187546,0.3180458639981225
2286,1750922010.572249,1750922010.584249,173689,185228,0.31353747099637985
2287,1750922010.584249,1750922010.596249,212047,227320,0.3733114229980856
2288,1750922010.596249,1750922010.6082492,245331,249946,0.4008677899983013
2289,1750922010.6082492,1750922010.6202493,192440,214017,0.35671702498802915
2290,1750922010.6202493,1750922010.6322494,170112,182802,0.30815460700250696
2291,1750922010.6322494,1750922010.6442494,174104,187324,0.3087716900045052
2292,1750922010.6442494,1750922010.6562495,178700,190198,0.3196674520004308
2293,1750922010.6562495,1750922010.6682496,206014,224224,0.37273120100144297
2294,1750922010.6682496,1750922010.6802497,181884,193364,0.3282132599997567
2295,1750922010.6802497,1750922010.6922498,178517,193567,0.3289136690000305
2296,1750922010.6922498,1750922010.7042499,176217,190682,0.3201289150019875
2297,1750922010.7042499,1750922010.71625,172186,185559,0.30910973199934233
2298,1750922010.71625,1750922010.72825,178500,190649,0.3167675940057961
2299,1750922010.72825,1750922010.74025,192967,208122,7.189037162999739
2300,1750922010.74025,1750922010.7522502,185358,196827,0.3229376700037392
2301,1750922010.7522502,1750922010.7642503,195479,207898,0.34315292100654915
2302,1750922010.7642503,1750922010.7762504,198822,211495,0.34811963500396814
2303,1750922010.7762504,1750922010.7882504,190207,207647,0.34078312799101695
2304,1750922010.7882504,1750922010.8002505,179521,201971,0.34416581501136534
2305,1750922010.8002505,1750922010.8122506,180783,204705,0.33058539699413814
2306,1750922010.8122506,1750922010.8242507,185612,205185,0.3377775289991405
2307,1750922010.8242507,1750922010.8362508,199695,215164,0.3517723359982483
2308,1750922010.8362508,1750922010.8482509,209118,216414,0.3587097419949714
2309,1750922010.8482509,1750922010.860251,191194,198443,0.33541583600162994
2310,1750922010.860251,1750922010.872251,193549,198712,0.340992022989667
2311,1750922010.872251,1750922010.884251,210261,216489,0.36352069598797243
2312,1750922010.884251,1750922010.8962512,218035,226491,0.38416074600536376
2313,1750922010.8962512,1750922010.9082513,213549,221443,0.36494330600544345
2314,1750922010.9082513,1750922010.9202514,204826,220443,0.3564885029918514
2315,1750922010.9202514,1750922010.9322515,198169,229346,0.3621032430091873
2316,1750922010.9322515,1750922010.9442515,195794,228246,0.36523895600112155
2317,1750922010.9442515,1750922010.9562516,208888,233276,0.3820581059990218
2318,1750922010.9562516,1750922010.9682517,211107,226803,0.3696015030000126
2319,1750922010.9682517,1750922010.9802518,207054,216813,0.35652488299820106
2320,1750922010.9802518,1750922010.9922519,200063,207242,0.3492348940053489
2321,1750922010.9922519,1750922011.004252,205719,213606,0.3750180180068128
2322,1750922011.004252,1750922011.016252,220840,227753,0.38114151400804985
2323,1750922011.016252,1750922011.0282521,242997,246835,0.4041367539903149
2324,1750922011.0282521,1750922011.0402522,223235,228135,0.37740365699573886
2325,1750922011.0402522,1750922011.0522523,213222,229494,0.36999353299324866
2326,1750922011.0522523,1750922011.0642524,206165,230720,0.3646118629985722
2327,1750922011.0642524,1750922011.0762525,215288,239436,0.3925559390045237
2328,1750922011.0762525,1750922011.0882525,228549,243220,0.3896499429974938
2329,1750922011.0882525,1750922011.1002526,232113,239674,0.3924037410033634
2330,1750922011.1002526,1750922011.1122527,228663,233809,0.38091401099518407
2331,1750922011.1122527,1750922011.1242528,229072,231288,0.384751461999258
2332,1750922011.1242528,1750922011.1362529,232900,235040,0.39589615099248476
2333,1750922011.1362529,1750922011.148253,241814,244957,0.4043355820031138
2334,1750922011.148253,1750922011.160253,236708,245563,0.402925818998483
2335,1750922011.160253,1750922011.1722531,236923,249376,0.41440360101114493
2336,1750922011.1722531,1750922011.1842532,237485,250064,0.39892485398740973
2337,1750922011.1842532,1750922011.1962533,244164,251024,0.40434856599313207
2338,1750922011.1962533,1750922011.2082534,246259,251124,0.4073839110060362
2339,1750922011.2082534,1750922011.2202535,241528,251393,0.4097896680032136
2340,1750922011.2202535,1750922011.2322536,229489,247961,0.41265479900175706
2341,1750922011.2322536,1750922011.2442536,227436,243597,0.3936708550027106
2342,1750922011.2442536,1750922011.2562537,230447,244117,0.39545442900271155
2343,1750922011.2562537,1750922011.2682538,238665,243689,0.4038750730105676
2344,1750922011.2682538,1750922011.280254,247482,247637,0.4122362080088351
2345,1750922011.280254,1750922011.292254,248849,247770,0.4224389599985443
2346,1750922011.292254,1750922011.304254,244733,241180,0.4108200869959546
2347,1750922011.304254,1750922011.3162541,244564,243574,0.40423078900494147
2348,1750922011.3162541,1750922011.3282542,237358,244479,0.3997564840101404
2349,1750922011.3282542,1750922011.3402543,243945,249020,0.40935353499662597
2350,1750922011.3402543,1750922011.3522544,246992,250666,0.41989238301175646
2351,1750922011.3522544,1750922011.3642545,237244,248422,0.40291317900118884
2352,1750922011.3642545,1750922011.3762546,227165,241517,0.38792438500968274
2353,1750922011.3762546,1750922011.3882546,232208,236278,0.3905382379889488
2354,1750922011.3882546,1750922011.4002547,230539,227173,0.3835102909943089
2355,1750922011.4002547,1750922011.4122548,237305,229823,0.381902588007506
2356,1750922011.4122548,1750922011.424255,248335,235752,0.4231962229969213
2357,1750922011.424255,1750922011.436255,250158,239947,0.4008404950000113
2358,1750922011.436255,1750922011.448255,251191,246091,0.4046089579933323
2359,1750922011.448255,1750922011.4602551,250813,252018,7.594405836993246
2360,1750922011.4602551,1750922011.4722552,250391,254087,0.41639633900194895
2361,1750922011.4722552,1750922011.4842553,251867,255597,0.41926099099509884
2362,1750922011.4842553,1750922011.4962554,249194,254450,0.41397498099831864
2363,1750922011.4962554,1750922011.5082555,239421,243140,0.4700789139897097
2364,1750922011.5082555,1750922011.5202556,231318,230867,0.38032684799691197
2365,1750922011.5202556,1750922011.5322556,249542,248571,0.4084404129971517
2366,1750922011.5322556,1750922011.5442557,252818,252056,0.459301887996844
2367,1750922011.5442557,1750922011.5562558,255897,255294,0.41401829100504983
2368,1750922011.5562558,1750922011.568256,252428,254481,0.41809598200779874
2369,1750922011.568256,1750922011.580256,238953,251075,0.42188027799420524
2370,1750922011.580256,1750922011.592256,220836,246493,0.39094082500378136
2371,1750922011.592256,1750922011.6042562,247710,254854,0.40959383100562263
2372,1750922011.6042562,1750922011.6162562,250498,254677,0.41417625099711586
2373,1750922011.6162562,1750922011.6282563,247927,251717,0.40890170200145803
2374,1750922011.6282563,1750922011.6402564,246660,250734,0.4051247780007543
2375,1750922011.6402564,1750922011.6522565,226488,236744,0.386588801004109
2376,1750922011.6522565,1750922011.6642566,236624,246560,0.3981544370035408
2377,1750922011.6642566,1750922011.6762567,249502,251717,0.4158750650094589
2378,1750922011.6762567,1750922011.6882567,245120,249960,0.4064137929963181
2379,1750922011.6882567,1750922011.7002568,234793,241440,0.39166970300721005
2380,1750922011.7002568,1750922011.712257,248072,251010,0.4137081580120139
2381,1750922011.712257,1750922011.724257,235104,237884,0.3816951810003957
2382,1750922011.724257,1750922011.736257,240582,243369,0.412212155002635
2383,1750922011.736257,1750922011.7482572,252529,252750,0.4118541509960778
2384,1750922011.7482572,1750922011.7602572,253933,254498,0.4078272520127939
2385,1750922011.7602572,1750922011.7722573,246759,246904,0.3980203730025096
2386,1750922011.7722573,1750922011.7842574,241955,244526,0.3942151509982068
2387,1750922011.7842574,1750922011.7962575,244059,248358,0.40737857698695734
2388,1750922011.7962575,1750922011.8082576,251872,254248,0.40743236399430316
2389,1750922011.8082576,1750922011.8202577,257995,258960,0.41771300000254996
2390,1750922011.8202577,1750922011.8322577,256827,258570,0.4100956309994217
2391,1750922011.8322577,1750922011.8442578,255379,256687,0.41580101699219085
2392,1750922011.8442578,1750922011.856258,246847,254062,0.4126675820007222
2393,1750922011.856258,1750922011.868258,250029,259202,0.4193274450080935
2394,1750922011.868258,1750922011.880258,251570,260493,0.4237717349897139
2395,1750922011.880258,1750922011.8922582,250728,255945,0.412822201004019
2396,1750922011.8922582,1750922011.9042583,251047,251522,0.42631393400370143
2397,1750922011.9042583,1750922011.9162583,248281,249428,0.4094161209941376
2398,1750922011.9162583,1750922011.9282584,250629,253643,0.42021967899927404
2399,1750922011.9282584,1750922011.9402585,250055,252983,0.41286799700174015
2400,1750922011.9402585,1750922011.9522586,249471,253313,0.4128636569948867
2401,1750922011.9522586,1750922011.9642587,248925,252992,0.41052819800097495
2402,1750922011.9642587,1750922011.9762588,248959,254301,0.4194110999960685
2403,1750922011.9762588,1750922011.9882588,240871,251324,0.40758761401230004
2404,1750922011.9882588,1750922012.000259,238163,250615,0.40599281500908546
2405,1750922012.000259,1750922012.012259,235924,248867,0.41185172299447004
2406,1750922012.012259,1750922012.024259,245697,249893,0.4026960000046529
2407,1750922012.024259,1750922012.0362592,232023,246323,0.40154290400096215
2408,1750922012.0362592,1750922012.0482593,234712,248768,0.3993754329858348
2409,1750922012.0482593,1750922012.0602593,234990,249121,0.3941747979988577
2410,1750922012.0602593,1750922012.0722594,240037,250226,0.40934389099129476
2411,1750922012.0722594,1750922012.0842595,231490,248590,0.4007430049969116
2412,1750922012.0842595,1750922012.0962596,230813,247091,0.39003002300160006
2413,1750922012.0962596,1750922012.1082597,225435,245359,0.3889007429970661
2414,1750922012.1082597,1750922012.1202598,227254,241849,0.3889691359945573
2415,1750922012.1202598,1750922012.1322598,216896,230051,0.3756040689913789
2416,1750922012.1322598,1750922012.14426,210704,228991,0.3604557610087795
2417,1750922012.14426,1750922012.15626,207180,228364,0.35918535699602216
2418,1750922012.15626,1750922012.16826,202958,215551,0.3497765329957474
2419,1750922012.16826,1750922012.1802602,225734,236353,0.375528085991391
2420,1750922012.1802602,1750922012.1922603,218981,230725,0.3795536890102085
2421,1750922012.1922603,1750922012.2042603,200314,211401,0.33830584801035
2422,1750922012.2042603,1750922012.2162604,192920,205561,0.33676498499698937
2423,1750922012.2162604,1750922012.2282605,195663,210816,0.336385803995654
2424,1750922012.2282605,1750922012.2402606,190824,205498,0.3278709570004139
2425,1750922012.2402606,1750922012.2522607,195287,211166,0.35205703901010565
2426,1750922012.2522607,1750922012.2642608,201409,217484,0.3428124450001633
2427,1750922012.2642608,1750922012.2762609,205108,220743,0.35361862200079486
2428,1750922012.2762609,1750922012.288261,193578,205680,0.33224418699683156
2429,1750922012.288261,1750922012.300261,200324,214897,0.33925954200094566
2430,1750922012.300261,1750922012.312261,189665,202994,0.33804447400325444
2431,1750922012.312261,1750922012.3242612,186933,204118,0.32089359100791626
2432,1750922012.3242612,1750922012.3362613,201851,219947,0.3420413990097586
2433,1750922012.3362613,1750922012.3482614,201154,219612,0.3467116630054079
